         3094082 function calls (3033718 primitive calls) in 4.473 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:24(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 errors.py:38(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 _infra.py:50(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 _infra.py:164(StackFrame)
        1    0.000    0.000    0.000    0.000 exporter.py:95(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 convert_frame.py:1056(CatchErrorsWrapper)
        1    0.000    0.000    0.000    0.000 sympify.py:17(SympifyError)
        1    0.000    0.000    0.000    0.000 cache.py:5(_cache)
        1    0.000    0.000    0.000    0.000 inference.py:273(PropKB)
        1    0.000    0.000    0.000    0.000 codeprinter.py:18(requires)
        1    0.000    0.000    0.000    0.000 hyper.py:29(TupleArg)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 modules.py:1746(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 single.py:839(Factorable)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1229(_T)
        1    0.000    0.000    0.000    0.000 text.py:6(TextBackend)
        1    0.000    0.000    0.000    0.000 source.py:318(ScriptObjectQualifiedNameSource)
        1    0.000    0.000    0.000    0.000 source.py:442(TypeSource)
        1    0.000    0.000    0.000    0.000 source.py:566(FloatTensorSource)
        1    0.000    0.000    0.000    0.000 guards.py:1989(Replacer)
        1    0.000    0.000    0.000    0.000 functions.py:820(TritonKernelVariable)
        1    0.000    0.000    0.000    0.000 codegen.py:37(GraphOutputEntry)
        1    0.000    0.000    0.000    0.000 maxvit.py:226(WindowPartition)
        1    0.000    0.000    0.000    0.000 maxvit.py:252(WindowDepartition)
        1    0.000    0.000    0.000    0.000 fcn.py:36(FCNHead)
        1    0.000    0.000    0.000    0.000 _util.py:432(_FunctionWrapper)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 symbolic.py:1283(_Pair)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 util.py:366(StdoutProgressIndicator)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 __init__.py:96(HTMLText)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:717(_accept)
        1    0.000    0.000    0.000    0.000 pathlib.py:1413(PosixPath)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 threading.py:1409(Timer)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.template}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
        1    0.000    0.000    0.000    0.000 feedparser.py:530(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:819(_Tellable)
        1    0.000    0.000    0.000    0.000 socketserver.py:783(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2715(Button)
        1    0.000    0.000    0.000    0.000 __init__.py:4053(OptionMenu)
        1    0.000    0.000    0.000    0.000 handlers.py:454(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 functions.py:45(FunctionRegistry)
        1    0.000    0.000    0.000    0.000 waiter.py:23(WaiterDocumenter)
        1    0.000    0.000    0.000    0.000 credentials.py:304(Credentials)
        1    0.000    0.000    0.000    0.000 monitoring.py:192(APICallEvent)
        1    0.000    0.000    0.000    0.000 utils.py:87(DocumentModifiedShape)
        1    0.000    0.000    0.000    0.000 sequence.py:48(UniqueSequence)
        1    0.000    0.000    0.000    0.000 excel.py:94(CellRange)
        1    0.000    0.000    0.000    0.000 formula.py:5(DataTableFormula)
        1    0.000    0.000    0.000    0.000 defined_name.py:129(DefinedNameDict)
        1    0.000    0.000    0.000    0.000 effect.py:183(AlphaBiLevelEffect)
        1    0.000    0.000    0.000    0.000 core.py:23(NestedDateTime)
        1    0.000    0.000    0.000    0.000 __init__.py:1607(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 serialization.py:436(_opener)
        1    0.000    0.000    0.000    0.000 __init__.py:1360(BoolStorage)
        1    0.000    0.000    0.000    0.000 parameter.py:171(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 argparse.py:1714(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 graph.py:287(save_on_cpu)
        1    0.000    0.000    0.000    0.000 _ops.py:429(__init__)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:224(FunctionalizeInterpreter)
        1    0.000    0.000    0.000    0.000 loss.py:800(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1005(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 __init__.py:86(__init__)
        1    0.000    0.000    0.000    0.000 reductions.py:74(_after_fork)
        1    0.000    0.000    0.000    0.000 reductions.py:61(SharedCache)
        1    0.000    0.000    0.000    0.000 connection.py:596(SocketListener)
        1    0.000    0.000    0.000    0.000 dataset.py:43(Dataset)
        1    0.000    0.000    0.000    0.000 node.py:62(has_side_effect)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:51(ProxyableClassMeta)
        3    0.000    0.000    0.000    0.000 fake_tensor.py:485(__set_name__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_init}
        1    0.000    0.000    0.000    0.000 transforms.py:564(RandomChoice)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:39(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 io_adapter.py:28(InputAdaptStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:542(FlattenOutputWithTreeSpecValidationOutputStep)
        1    0.000    0.000    0.000    0.000 parameters.py:70(evaluate)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:169(GaussianInteger)
        1    0.000    0.000    0.000    0.000 modules.py:1005(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 single.py:572(FirstLinear)
        1    0.000    0.000    0.000    0.000 single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 source.py:575(CallMethodItemSource)
        1    0.000    0.000    0.000    0.000 misc.py:757(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 raft.py:434(RAFT)
        1    0.000    0.000    0.000    0.000 googlenet.py:40(QuantizableInception)
        1    0.000    0.000    0.000    0.000 _interface.py:637(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 utils.py:97(change_default_value)
        1    0.000    0.000    0.000    0.000 format.py:550(Writer)
        6    0.000    0.000    0.000    0.000 compat.py:10(with_str_method)
        1    0.000    0.000    0.000    0.000 calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 custom.py:168(BoolProperty)
        1    0.000    0.000    0.000    0.000 kind.py:156(__new__)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1238(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:772(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 _linalg.py:186(_assert_2d)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:404(UniqueInverseResult)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 request.py:1222(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 request.py:184(ChunksAndContentLength)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 filebase.py:21(Reader)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 __init__.py:1975(XView)
        1    0.000    0.000    0.000    0.000 dialog.py:10(Dialog)
        1    0.000    0.000    0.000    0.000 ttk.py:619(Entry)
        1    0.000    0.000    0.000    0.000 subprocess.py:268(_cleanup)
        1    0.000    0.000    0.000    0.000 handlers.py:1016(SMTPHandler)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 exceptions.py:472(WaiterError)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 utils.py:1583(IdentityCache)
        1    0.000    0.000    0.000    0.000 eventstream.py:32(DuplicateHeader)
        1    0.000    0.000    0.000    0.000 parsers.py:608(EC2QueryParser)
        1    0.000    0.000    0.000    0.000 serialize.py:672(RestJSONSerializer)
        1    0.000    0.000    0.000    0.000 auth.py:125(SigV2Auth)
        1    0.000    0.000    0.000    0.000 auth.py:1029(HmacV1QueryAuth)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:410(BaseRule)
        1    0.000    0.000    0.000    0.000 credentials.py:638(DeferredRefreshableCredentials)
        1    0.000    0.000    0.000    0.000 credentials.py:940(CredentialProvider)
        1    0.000    0.000    0.000    0.000 model.py:284(ContextParameter)
        1    0.000    0.000    0.000    0.000 model.py:289(ClientContextParameter)
        1    0.000    0.000    0.000    0.000 standard.py:386(ModeledRetryErrorDetector)
        1    0.000    0.000    0.000    0.000 waiter.py:27(WaiterResourceDocumenter)
        1    0.000    0.000    0.000    0.000 model.py:154(Waiter)
        1    0.000    0.000    0.000    0.000 errorfactory.py:57(ClientExceptionsFactory)
        1    0.000    0.000    0.000    0.000 utils.py:82(LazyLoadedWaiterModel)
        1    0.000    0.000    0.000    0.000 response.py:127(RawHandler)
        1    0.000    0.000    0.000    0.000 base.py:220(Alias)
        1    0.000    0.000    0.000    0.000 base.py:95(Min)
        1    0.000    0.000    0.000    0.000 base.py:237(MatchPattern)
        1    0.000    0.000    0.000    0.000 xmlfile.py:89(xmlfile)
        1    0.000    0.000    0.000    0.000 core.py:38(QualifiedDateTime)
        1    0.000    0.000    0.000    0.000 custom.py:153(FloatProperty)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 codeop.py:113(Compile)
        1    0.000    0.000    0.000    0.000 __init__.py:1627(QInt32Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:1421(_WrappedTritonKernel)
        1    0.000    0.000    0.000    0.000 __init__.py:1349(CharStorage)
        1    0.000    0.000    0.000    0.000 linear.py:128(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 __init__.py:30(context)
        1    0.000    0.000    0.000    0.000 variable.py:14(Variable)
        1    0.000    0.000    0.000    0.000 forward_ad.py:176(dual_level)
        1    0.000    0.000    0.000    0.000 _contextlib.py:151(_NoParamDecoratorContextManager)
        1    0.000    0.000    0.000    0.000 profiler.py:825(emit_nvtx)
        1    0.000    0.000    0.000    0.000 pooling.py:908(LPPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:949(LPPool2d)
        1    0.000    0.000    0.000    0.000 container.py:33(Container)
        1    0.000    0.000    0.000    0.000 instancenorm.py:407(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:157(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 __init__.py:96(is_available)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:600(ConstantLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:941(PolynomialLR)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:371(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 spawn.py:32(ProcessRaisedException)
        1    0.000    0.000    0.000    0.000 _state.py:16(EnabledProxy)
        1    0.000    0.000    0.000    0.000 constraints.py:444(_Multinomial)
        1    0.000    0.000    0.000    0.000 constraints.py:287(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:307(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 qconfig.py:84(QConfig)
        1    0.000    0.000    0.000    0.000 mock.py:2462(_ANY)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 _guards.py:55(CompileId)
        1    0.000    0.000    0.000    0.000 _guards.py:330(DuplicateInputs)
        1    0.000    0.000    0.000    0.000 _guards.py:833(ChainedSource)
        1    0.000    0.000    0.000    0.000 _guards.py:410(ModuleContext)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:122(DynamicOutputShapeException)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:107(IncrementRecursionCount)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:2015(FakeCopyMode)
        1    0.000    0.000    0.000    0.000 transforms.py:361(CenterCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:465(Lambda)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:83(RankFilter)
        1    0.000    0.000    0.000    0.000 transforms.py:1579(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 transforms.py:1915(RandomSolarize)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 exporter.py:562(ProtobufONNXProgramSerializer)
